Unnamed: 0,content,score,appVersion,content_process,result,sentiment,proba,inferred_topic,inferred_probability
4709,Ga bisa transfer kenapa? Login ajah susah. Kuota banyak wifi nyala kurang apa coba? Di saat lagi di butuhkan tapi eror.,1,1.2.2,ga transfer login ajah susah kuota wifi nyala coba butuh eror,"[{'label': 'negative', 'score': 0.9961040019989014}]",negative,0.9961040019989014,User Experience,0.9264022
4710,"Lebih mudah dan enak aplikasi yang lama, ini sudah tampilan susah lemot minta ampun,",2,1.2.2,mudah enak aplikasi tampil susah lot ampun,"[{'label': 'negative', 'score': 0.6704860329627991}]",negative,0.6704860329627991,User Experience,0.5934353
4711,👍👍👍,5,1.2.2,,"[{'label': 'positive', 'score': 0.9345219135284424}]",positive,0.9345219135284424,User Experience,0.2
4712,Sangat membantu,5,1.2.2,bantu,"[{'label': 'positive', 'score': 0.9959172606468201}]",positive,0.99591726064682,User Experience,0.59963423
4713,Lemott bngetttt,1,1.2.2,lemott bngetttt,"[{'label': 'negative', 'score': 0.990810751914978}]",negative,0.990810751914978,User Experience,0.2
4714,Lemottt...banget pas masuk nya ..dan gk bisa liat saldo sendiri...eror mulu..tolong perbaiki ...supaya pngguna nyaman,2,1.2.2,lemottt banget pas masuk nya gk liat saldo eror mulu tolong baik pngguna nyaman,"[{'label': 'negative', 'score': 0.9975970387458801}]",negative,0.99759703874588,Opinion on Banking App,0.7996319
4715,mf,5,1.2.2,mf,"[{'label': 'neutral', 'score': 0.9702532887458801}]",neutral,0.97025328874588,User Experience,0.2
4716,Aplikasinya makin hancur.bagusan aplikasi yg lama.,1,,aplikasi hancur bagus aplikasi yg,"[{'label': 'negative', 'score': 0.9991727471351624}]",negative,0.9991727471351624,User Experience,0.7297856
4717,jelek aplikasi nya ga bisa dibuka,1,1.2.2,jelek aplikasi nya ga buka,"[{'label': 'negative', 'score': 0.9993901252746582}]",negative,0.9993901252746582,Questions and Engagement,0.8377535
4718,Oke,5,1.2.2,oke,"[{'label': 'positive', 'score': 0.7234290838241577}]",positive,0.7234290838241577,Mixed Feedback and Technical Issues,0.5999679
4719,Oke,5,1.1.6,oke,"[{'label': 'positive', 'score': 0.7234290838241577}]",positive,0.7234290838241577,Mixed Feedback and Technical Issues,0.5999679
4720,Habis update kok gak bisa login tolong dibantu ya ..,4,1.2.2,habis update gak login tolong bantu ya,"[{'label': 'neutral', 'score': 0.5270824432373047}]",neutral,0.5270824432373047,Opinion on Banking App,0.76059735
4721,Lelet banget aplikasi sumpah sungguh mengecewakan,1,1.2.2,lelet banget aplikasi sumpah sungguh kecewa,"[{'label': 'negative', 'score': 0.9993854761123657}]",negative,0.9993854761123656,Mixed Feedback and Technical Issues,0.65709513
4722,Lemooottttt,1,1.2.2,lemooottttt,"[{'label': 'negative', 'score': 0.9990255832672119}]",negative,0.999025583267212,User Experience,0.2
4723,"Makin sering transaksi malah jadi error anjir bukanya lebih bagus bikin nasabah lebih nyaman aneh, udah hubungin cs pun ga terjadi apa apa, ko kocak yaa",3,1.2.2,transaksi error anjir buka bagus bikin nasabah nyaman aneh udah hubungin cs ga ko kocak yaa,"[{'label': 'negative', 'score': 0.9988779425621033}]",negative,0.9988779425621032,User Experience,0.751007
4724,Ini ginmana Saya lupa password nya .gak biasa . Apdet . Di apdet biasa langsung masuk . Ini suruh masukin lgi,3,1.2.2,ginmana lupa password nya gak apdet apdet langsung masuk suruh masukin lgi,"[{'label': 'neutral', 'score': 0.9925627112388611}]",neutral,0.9925627112388612,Questions and Engagement,0.50563455
4725,Bos pnya saya gak bisa d buka apa ada aplikasi lain dr ini,4,1.2.2,bos pnya gak buka aplikasi dr,"[{'label': 'negative', 'score': 0.9536954760551453}]",negative,0.9536954760551452,Questions and Engagement,0.8642424
4726,"Ini app bener2 gk bisa di akses apa gimana sih? Mau narik uang jadi gk bisa padahal lagi urgent bgt . Nyesel bgt jadi nasabahnya,, kasi bintang 1 dlu klo udh di perbaiki baru ganti kasi bintang 5 Danamon oh danamon :@",1,1.2.2,app bener gk akses gimana sih narik uang gk urgent bgt nyesel bgt nasabah kasi bintang dlu klo udh baik ganti kasi bintang danamon oh danamon,"[{'label': 'negative', 'score': 0.9993383288383484}]",negative,0.9993383288383484,Questions and Engagement,0.5690408
4727,Makin di perbarui malah ngk bisa di bukak,1,1.2.2,baru ngk bukak,"[{'label': 'negative', 'score': 0.9980067610740662}]",negative,0.9980067610740662,App Features,0.7981858
4728,Saya mau pake sering gangguan.,1,1.2.2,pake ganggu,"[{'label': 'negative', 'score': 0.9926114678382874}]",negative,0.9926114678382874,Mixed Feedback and Technical Issues,0.7305905
4729,"Apdikasi lambat sekali,,baru suru update terus...jelek",2,,apdikasi lambat suru update jelek,"[{'label': 'negative', 'score': 0.9991822838783264}]",negative,0.9991822838783264,Questions and Engagement,0.8374092
4730,Oke,5,1.2.2,oke,"[{'label': 'positive', 'score': 0.7234290838241577}]",positive,0.7234290838241577,Mixed Feedback and Technical Issues,0.5999679
4731,"Susah banget masuknya, loading muluuu.. padahal jaringan bagus & coba pakewifi juga sama aja. Loadiiiiinnnnggggg lama bangeeeddd.. mau transfer jadi ribet.",2,,susah banget masuk loading muluuu jaring bagus coba pakewifi aja loadiiiiinnnnggggg bangeeeddd transfer ribet,"[{'label': 'negative', 'score': 0.9990891218185425}]",negative,0.9990891218185424,User Experience,0.9257823
4732,Bagus,5,1.2.1,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248,User Experience,0.59957796
4733,"Makan nya,pakek sidik jari,klu mau login,jagan pkek sandi😅,cuman tau teori,kalau di praktek kan,gk bisa,sejau ni,danamon baek2 aja,setiap bank/aplikasi puya sistem yg berbeda,dan ada kelebihan/kekurangan,sukses selalu danamon,untuk fiktur agen link danamon belum ada ya",5,1.2.2,makan nya pakek sidik jari klu login jagan pkek sandi cuman tau teori praktek gk sejau ni danamon baek aja bank aplikasi puya sistem yg beda lebih kurang sukses danamon fiktur agen link danamon ya,"[{'label': 'negative', 'score': 0.9850635528564453}]",negative,0.9850635528564452,App Features,0.2804822
4734,Update sgt lama,1,1.1.6,update sgt,"[{'label': 'negative', 'score': 0.9871494174003601}]",negative,0.98714941740036,Mixed Feedback and Technical Issues,0.59680134
4735,ok,5,1.2.1,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4736,latar belakang apa yg bikin developer ga buat feature forgot password ?,1,1.2.2,latar yg bikin developer ga feature forgot password,"[{'label': 'negative', 'score': 0.922637403011322}]",negative,0.922637403011322,Questions and Engagement,0.8639391
4737,Gaspool habis uang,5,1.1.7,gaspool habis uang,"[{'label': 'negative', 'score': 0.7514054775238037}]",negative,0.7514054775238037,Opinion on Banking App,0.72989327
4738,Sangat baik,5,1.2.2,,"[{'label': 'positive', 'score': 0.9864094853401184}]",positive,0.9864094853401184,User Experience,0.2
4739,Ok bgt,5,1.2.1,ok bgt,"[{'label': 'negative', 'score': 0.9981911778450012}]",negative,0.9981911778450012,App Features,0.7316586
4740,Update Danamon,5,1.2.2,update danamon,"[{'label': 'neutral', 'score': 0.994073212146759}]",neutral,0.994073212146759,Mixed Feedback and Technical Issues,0.7285052
4741,Kalau login masuk nyah lambat ..sayng kalau di isi saldo juga takut ilang,1,1.2.1,login masuk nyah lambat sayng isi saldo takut ilang,"[{'label': 'negative', 'score': 0.9881520867347717}]",negative,0.9881520867347716,Questions and Engagement,0.51161677
4742,Masak suruh daftar lagi...pdahal udh ada mobile banking..ribet..,1,1.2.2,masak suruh daftar pdahal udh mobile banking ribet,"[{'label': 'neutral', 'score': 0.7618591785430908}]",neutral,0.7618591785430908,App Features,0.38414767
4743,"Ini kenapa aplikasi danamonya, kenapa gk bisa dibuka, mobile banking lain bisa Tolong segera dirindak lanjuti yah",2,1.2.2,aplikasi danamonya gk buka mobile banking tolong dirindak lanjut yah,"[{'label': 'neutral', 'score': 0.8452175259590149}]",neutral,0.8452175259590149,App Features,0.70833457
4744,Uang 1jt D Save saya ko hilang ya jadi 0 rupiah,1,1.2.2,uang jt save ko hilang ya rupiah,"[{'label': 'neutral', 'score': 0.9955207109451294}]",neutral,0.9955207109451294,Mixed Feedback and Technical Issues,0.42335626
4745,Ribet aplikasi nya gak se simple bank lain,1,1.2.2,ribet aplikasi nya gak simple bank,"[{'label': 'negative', 'score': 0.999221920967102}]",negative,0.999221920967102,App Features,0.8615896
4746,Tambah lagi hadiahnya,5,,hadiah,"[{'label': 'positive', 'score': 0.9987322688102722}]",positive,0.9987322688102722,User Experience,0.2
4747,Harusnya ada pilihan lupa password. Jadi ribet klo lupa password harus ke bank ato telfon CS yg ngabisin pulsanya g murah. Aplikasinya ribet ga bagus. Harusnya lupa password bisa dibenerin sendiri. Ini aplikasi malah nyusahin.,1,1.2.2,pilih lupa password ribet klo lupa password bank ato telfon cs yg ngabisin pulsa murah aplikasi ribet ga bagus lupa password dibenerin aplikasi nyusahin,"[{'label': 'negative', 'score': 0.9992617964744568}]",negative,0.9992617964744568,User Experience,0.41933197
4748,Woww...,5,1.1.6,woww,"[{'label': 'positive', 'score': 0.9278966784477234}]",positive,0.9278966784477234,User Experience,0.2
4749,Selalu bermasalah.. pdhal sudah update. Tapi di suruh update lagi. Ga tau ni aplks malah brantakan. Kecewa. Apa lagi pas di btuhin pas pula bermasalah. Herrggg...,1,1.2.2,masalah pdhal update suruh update ga tau ni aplks brantakan kecewa pas btuhin pas masalah herrggg,"[{'label': 'negative', 'score': 0.9994120597839355}]",negative,0.9994120597839355,Mixed Feedback and Technical Issues,0.6505997
4750,Sangat membantu,5,1.2.2,bantu,"[{'label': 'positive', 'score': 0.9959172606468201}]",positive,0.99591726064682,User Experience,0.5996263
4751,Mantabbb mempermudah nasabah untuk transaksi,5,1.2.2,mantabbb mudah nasabah transaksi,"[{'label': 'neutral', 'score': 0.7512671947479248}]",neutral,0.7512671947479248,User Experience,0.79672813
4752,Good App,5,1.1.8,good app,"[{'label': 'positive', 'score': 0.9988362193107605}]",positive,0.9988362193107604,Opinion on Banking App,0.72999054
4753,"Ganti HP malah gak bisa login, tny cs tinggal login tetep gak bsa. Gak kya bank M mau pake HP apa ajh yg penting nomer aktif tinggal verifikasi SMS beres",3,,ganti hp gak login tny cs tinggal login tetep gak bsa gak kya bank pake hp ajh yg nomer aktif tinggal verifikasi sms beres,"[{'label': 'neutral', 'score': 0.9709063172340393}]",neutral,0.9709063172340392,App Features,0.5855272
4754,Setiap mau log in loading terus...ga bisa akses trus...masa harus terus2an ke bank danamonnya lalu d suruh unisntal lalu download ulang mulu....habisin waktu..,1,,log in loading ga akses trus an bank danamonnya suruh unisntal download ulang mulu habisin,"[{'label': 'negative', 'score': 0.910963773727417}]",negative,0.910963773727417,User Experience,0.3521524
4755,Mantul kakak.......,5,1.1.8,mantul kakak,"[{'label': 'neutral', 'score': 0.9922564029693604}]",neutral,0.9922564029693604,User Experience,0.5999324
4756,Kenapa sih pas mau digunakan tiba-tiba error susah dibuka,1,1.2.2,sih pas error susah buka,"[{'label': 'negative', 'score': 0.997588038444519}]",negative,0.997588038444519,Mixed Feedback and Technical Issues,0.8627649
4757,"Jelek, blm bs terupdate, muter2 trs",1,1.1.6,jelek blm bs terupdate muter trs,"[{'label': 'negative', 'score': 0.9976097345352173}]",negative,0.9976097345352172,Opinion on Banking App,0.52502096
4758,Sangat bermanfaat,5,1.2.0,manfaat,"[{'label': 'positive', 'score': 0.9987971782684326}]",positive,0.9987971782684326,User Experience,0.5997814
4759,"Maaf Kata nya stlh di hold sebesar Rp.1.000.000 nti akan dapat cashback, sebesar 2 Ratus ribu,, Tpi stlah 1 bulan tetap tdk dpat apapun",2,1.2.2,maaf nya stlh hold rp nti cashback ratus ribu tpi stlah tdk dpat apa,"[{'label': 'neutral', 'score': 0.9133085012435913}]",neutral,0.9133085012435912,Questions and Engagement,0.918911
4760,Respon cepat. Good lah...,5,1.2.2,respon cepat good,"[{'label': 'positive', 'score': 0.9970788955688477}]",positive,0.9970788955688475,Opinion on Banking App,0.43773958
4761,"Duh pas buka D Bank Pro, ada pesan suruh update, aku langsung update muter aja terus. Aku uninstall, dan sekarang install ulang gabisa bisa. Kesel banget padahal lagi butuh transaksi :( WHY DANAMON?",1,,duh pas buka bank pro pesan suruh update langsung update muter aja uninstall install ulang gabisa kesel banget butuh transaksi why danamon,"[{'label': 'negative', 'score': 0.9984081387519836}]",negative,0.9984081387519836,Mixed Feedback and Technical Issues,0.37887302
4762,Saya daftar lewat online yg dikirim cuma atm aja gk sama buku tabungan nya ya....,5,1.2.0,daftar online yg kirim atm aja gk buku tabung nya ya,"[{'label': 'neutral', 'score': 0.9959887862205505}]",neutral,0.9959887862205504,Opinion on Banking App,0.68124074
4763,Ok,5,1.2.0,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4764,Good,5,1.2.0,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264,Opinion on Banking App,0.5999354
4765,Banyak gratisan nya,5,1.2.2,gratis nya,"[{'label': 'positive', 'score': 0.9987443685531616}]",positive,0.9987443685531616,User Experience,0.7290904
4766,Gk asik apk nya Harus apdate tiap waktu,1,1.2.2,gk asik apk nya apdate,"[{'label': 'positive', 'score': 0.9196491241455078}]",positive,0.9196491241455078,App Features,0.8350901
4767,oke,3,1.2.0,oke,"[{'label': 'positive', 'score': 0.7234290838241577}]",positive,0.7234290838241577,Mixed Feedback and Technical Issues,0.5999679
4768,Banyak Fiturnya,3,1.1.6,fiturnya,"[{'label': 'positive', 'score': 0.9989930987358093}]",positive,0.9989930987358092,Opinion on Banking App,0.5956538
4769,Minta update mulu :'),1,1.1.8,update mulu,"[{'label': 'negative', 'score': 0.9992818236351013}]",negative,0.9992818236351012,Mixed Feedback and Technical Issues,0.7311209
4770,"Ribet, mo chek saldo aja, harus update, updatenya berkali2, pas diupdate muter trus...",1,1.1.6,ribet mo chek saldo aja update updatenya kali pas diupdate muter trus,"[{'label': 'negative', 'score': 0.9971412420272827}]",negative,0.9971412420272828,App Features,0.48725313
4771,"Bank paling ribet & gak care dg nasabah, mending Danamon tidak usah pake mobile banking segala... gak di CS cabang gak Call Centre sama2 tidak becus, masak pengaduan/pembetulan M-Banking trouble tidak direspon, cuma dijanjiin beberapa hari lagi selesai tapi nyatanya tidak ada konfirmasi..ngadu di Hello Danamon jg percuma, gak ada respon baik",1,,bank ribet gak care dg nasabah mending danamon pake mobile banking gak cs cabang gak call centre becus masak adu betul banking trouble direspon dijanjiin selesai konfirmasi ngadu hello danamon jg gak respon,"[{'label': 'negative', 'score': 0.9994230270385742}]",negative,0.9994230270385742,App Features,0.38011783
4772,Ok trims,5,1.2.2,ok trims,"[{'label': 'negative', 'score': 0.9397922158241272}]",negative,0.9397922158241272,App Features,0.7333036
4773,"Ribet harus update terus, kalau ga ada perbaikan saya akan uninstal nih aplikasi",1,1.1.7,ribet update ga baik uninstal nih aplikasi,"[{'label': 'negative', 'score': 0.9964396357536316}]",negative,0.9964396357536316,App Features,0.5910915
4774,"Ini gimana sih aplikasi nya, gk bisa transaksi sama sekali",1,1.1.7,gimana sih aplikasi nya gk transaksi,"[{'label': 'negative', 'score': 0.9991855025291443}]",negative,0.9991855025291444,Opinion on Banking App,0.55092645
4775,Terlalusering update apk,2,1.1.8,terlalusering update apk,"[{'label': 'negative', 'score': 0.9818810224533081}]",negative,0.981881022453308,Mixed Feedback and Technical Issues,0.72953427
4776,Sengaja biar di liat atasan Danamon nya sekalian. Tolong dong pelayanan kantor Danamon cabang jati uwung Tangerang. Di perbaiki lg. Masa Trailer nya cuman satu orang udah gt security nya ngomong nya ngebentak2 lg. Nyesel saya jadi nasabah ini,5,1.2.2,sengaja biar liat atas danamon nya tolong layan kantor danamon cabang jati uwung tangerang baik lg trailer nya cuman orang udah gt security nya ngomong nya ngebentak lg nyesel nasabah,"[{'label': 'negative', 'score': 0.9993725419044495}]",negative,0.9993725419044496,App Features,0.4217008
4777,Masih terlalu lemot untuk bertransaksi.. tolong ditingkatkan lagi !!!,5,1.2.0,lot transaksi tolong tingkat,"[{'label': 'negative', 'score': 0.8972827196121216}]",negative,0.8972827196121216,Mixed Feedback and Technical Issues,0.83584917
4778,Udah update malah gak bisa dibuka. Mintanya update terus,1,1.2.2,udah update gak buka minta update,"[{'label': 'negative', 'score': 0.9978991746902466}]",negative,0.9978991746902466,Mixed Feedback and Technical Issues,0.8635849
4779,"Lebih bagus aplikasi lama aplikasi skrng malah susah mau log in loading nya lama bangat Aplikasi yg bener"" mengecewakan menggangu kinerja aktivitas kerja saya",1,1.2.2,bagus aplikasi aplikasi skrng susah log in loading nya bangat aplikasi yg bener kecewa menggangu kerja aktivitas kerja,"[{'label': 'negative', 'score': 0.9994853734970093}]",negative,0.9994853734970092,Opinion on Banking App,0.39965564
4780,Kebanyakan update yg ga penting,1,1.1.6,banyak update yg ga,"[{'label': 'negative', 'score': 0.999032735824585}]",negative,0.999032735824585,Opinion on Banking App,0.83424723
